Date,Close,Open,High,Low,Vol.,Change %
2015-07-26,47.12,48.0,49.52,46.68,1.56M,-2.12%
2015-08-02,43.87,46.86,46.94,43.7,1.79M,-6.90%
2015-08-09,42.5,43.58,45.34,41.35,2.26M,-3.12%
2015-08-16,40.45,42.18,42.9,39.86,1.02M,-4.82%
2015-08-23,45.22,40.3,45.9,37.75,2.41M,11.79%
2015-08-30,46.05,45.0,49.33,43.21,3.09M,1.84%
2015-09-06,44.63,45.82,46.41,43.36,1.83M,-3.08%
2015-09-13,44.68,44.78,47.71,43.59,1.66M,0.11%
2015-09-20,45.7,44.97,47.15,43.71,1.26M,2.28%
2015-09-27,45.54,45.38,47.1,43.97,1.79M,-0.35%
2015-10-04,49.63,45.65,50.92,45.21,2.34M,8.98%
2015-10-11,47.26,49.51,50.13,45.23,1.79M,-4.78%
2015-10-18,44.6,47.27,47.49,44.2,1.28M,-5.63%
2015-10-25,46.59,44.74,47.03,42.58,1.99M,4.46%
2015-11-01,44.29,46.43,48.36,44.11,2.09M,-4.94%
2015-11-08,40.74,44.52,45.12,40.22,2.46M,-8.02%
2015-11-15,40.39,40.92,42.25,38.99,1.32M,-0.86%
2015-11-22,41.71,41.49,43.46,40.41,1.65M,3.27%
2015-11-29,39.97,41.77,42.61,39.6,2.34M,-4.17%
2015-12-06,35.62,40.1,40.15,35.16,3.07M,-10.88%
2015-12-13,34.73,35.4,37.88,34.29,1.74M,-2.50%
2015-12-20,38.1,34.58,38.28,33.98,910.08K,9.70%
2015-12-27,37.04,38.0,38.09,36.22,1.01M,-2.78%
2016-01-03,33.16,37.6,38.39,32.1,2.62M,-10.48%
2016-01-10,29.42,32.94,33.2,29.13,2.78M,-11.28%
2016-01-17,32.19,29.2,32.35,26.19,1.55M,9.42%
2016-01-24,33.62,32.05,34.82,29.25,3.44M,4.44%
2016-01-31,30.89,33.83,34.18,29.4,3.32M,-8.12%
2016-02-07,29.44,30.97,31.38,26.05,3.59M,-4.69%
2016-02-14,29.64,29.08,31.98,28.7,1.56M,0.68%
2016-02-21,32.78,29.72,34.69,29.48,2.48M,10.59%
2016-02-28,35.92,32.72,36.34,32.32,2.77M,9.58%
2016-03-06,38.5,36.2,39.02,36.09,3.42M,7.18%
2016-03-13,39.44,38.17,41.2,35.96,1.86M,2.44%
2016-03-20,39.46,39.06,41.9,38.33,1.48M,0.05%
2016-03-27,36.79,39.55,40.14,36.63,2.41M,-6.77%
2016-04-03,39.72,36.61,39.84,35.24,3.23M,7.96%
2016-04-10,40.36,39.72,42.42,39.25,3.22M,1.61%
2016-04-17,43.73,38.75,44.49,37.61,1.72M,8.35%
2016-04-24,45.92,43.75,46.78,42.5,2.90M,5.01%
2016-05-01,44.66,45.9,46.15,43.22,3.24M,-2.74%
2016-05-08,46.21,45.0,47.02,43.03,3.58M,3.47%
2016-05-15,47.75,46.28,48.95,46.15,1.50M,3.33%
2016-05-22,49.33,48.46,50.21,47.4,2.40M,3.31%
2016-05-29,48.62,49.54,50.1,47.75,2.09M,-1.44%
2016-06-05,49.07,48.88,51.67,48.71,2.81M,0.93%
2016-06-12,47.98,48.85,49.28,45.83,2.22M,-2.22%
2016-06-19,47.64,48.29,50.54,46.7,1.75M,-0.71%
2016-06-26,48.99,47.81,50.0,45.83,2.43M,2.83%
2016-07-03,45.41,49.11,49.35,44.77,2.51M,-7.31%
2016-07-10,45.95,45.07,46.93,44.42,2.88M,1.19%
2016-07-17,44.19,46.12,46.14,43.69,1.23M,-3.83%
2016-07-24,41.6,44.2,44.37,40.57,2.32M,-5.86%
2016-07-31,41.8,41.35,42.1,39.19,2.87M,0.48%
2016-08-07,44.49,41.99,44.78,41.1,3.08M,6.44%
2016-08-14,48.52,44.74,48.75,44.38,2.03M,9.06%
2016-08-21,47.64,48.4,48.46,46.42,2.28M,-1.81%
2016-08-28,44.44,47.22,47.49,43.0,2.50M,-6.72%
2016-09-04,45.88,44.15,47.75,43.84,2.96M,3.24%
2016-09-11,43.03,45.57,46.51,42.74,2.88M,-6.21%
2016-09-18,44.48,43.18,46.55,42.55,1.99M,3.37%
2016-09-25,48.24,44.62,48.32,44.19,3.37M,8.45%
2016-10-02,49.81,48.04,50.74,47.78,2.66M,3.25%
2016-10-09,50.35,49.57,51.6,49.15,3.25M,1.08%
2016-10-16,50.85,50.23,51.93,49.47,1.32M,0.99%
2016-10-23,48.7,50.85,50.98,48.42,2.95M,-4.23%
2016-10-30,44.07,48.25,48.74,43.57,3.44M,-9.51%
2016-11-06,43.41,44.45,45.95,43.03,3.54M,-1.50%
2016-11-13,45.69,43.2,46.58,42.2,2.51M,5.25%
2016-11-20,46.06,45.83,49.2,45.77,1.88M,0.81%
2016-11-27,51.68,45.43,51.8,44.82,4.42M,12.20%
2016-12-04,51.5,51.46,52.42,49.61,3.49M,-0.35%
2016-12-11,51.9,52.58,54.51,49.95,2.97M,0.78%
2016-12-18,53.02,52.15,53.79,51.51,1.31M,2.16%
2016-12-25,53.72,53.29,54.37,53.03,1.23M,1.32%
2017-01-01,53.99,54.2,55.24,52.11,2.29M,0.50%
2017-01-08,52.37,53.75,53.83,50.71,3.15M,-3.00%
2017-01-15,52.42,52.55,53.52,50.91,964.85K,0.10%
2017-01-22,53.17,53.33,54.08,52.21,2.64M,1.43%
2017-01-29,53.83,53.15,54.34,52.24,2.61M,1.24%
2017-02-05,53.86,53.81,54.13,51.22,3.02M,0.06%
2017-02-12,53.4,53.8,53.95,52.68,2.08M,-0.85%
2017-02-19,53.99,53.48,54.94,53.35,1.47M,1.10%
2017-02-26,53.33,54.02,54.61,52.54,2.55M,-1.22%
2017-03-05,48.49,53.19,53.8,48.31,3.83M,-9.08%
2017-03-12,48.78,48.45,49.62,47.09,2.80M,0.60%
2017-03-19,47.97,48.7,48.74,47.01,1.77M,-1.66%
2017-03-26,50.6,48.12,50.85,47.08,2.63M,5.48%
2017-04-02,52.24,50.69,52.94,49.88,2.89M,3.24%
2017-04-09,53.18,52.31,53.76,52.29,2.27M,1.80%
2017-04-16,49.62,52.97,53.21,49.2,1.38M,-6.69%
2017-04-23,49.33,49.68,50.22,48.2,3.17M,-0.58%
2017-04-30,46.22,49.17,49.32,43.76,3.72M,-6.30%
2017-05-07,47.84,46.35,48.22,45.53,3.51M,3.50%
2017-05-14,50.33,47.85,50.53,47.75,2.32M,5.20%
2017-05-21,49.8,50.6,52.0,48.18,3.26M,-1.05%
2017-05-28,47.66,49.93,50.28,46.74,3.02M,-4.30%
2017-06-04,45.83,47.71,48.42,45.2,4.38M,-3.84%
2017-06-11,44.74,45.8,46.71,44.22,3.07M,-2.38%
2017-06-18,43.01,44.68,45.06,42.05,2.58M,-3.87%
2017-06-25,46.04,43.16,46.35,42.63,3.62M,7.04%
2017-07-02,44.23,46.28,47.32,43.78,3.64M,-3.93%
2017-07-09,46.54,44.35,46.74,43.65,4.31M,5.22%
2017-07-16,45.77,46.68,47.55,45.54,1.70M,-1.65%
2017-07-23,49.71,45.62,49.81,45.4,4.13M,8.61%
2017-07-30,49.58,49.85,50.43,48.37,4.22M,-0.26%
2017-08-06,48.82,49.59,50.22,47.98,4.55M,-1.53%
2017-08-13,48.51,48.79,49.16,46.46,3.21M,-0.63%
2017-08-20,47.87,48.72,48.75,47.03,2.35M,-1.32%
2017-08-27,47.29,47.89,48.2,45.58,4.36M,-1.21%
2017-09-03,47.48,47.28,49.42,47.15,3.37M,0.40%
2017-09-10,49.89,47.58,50.5,47.0,3.30M,5.08%
2017-09-17,50.66,49.85,50.81,49.19,1.42M,1.54%
2017-09-24,51.67,50.68,52.86,50.39,3.40M,1.99%
2017-10-01,49.29,51.64,51.71,49.1,3.06M,-4.61%
2017-10-08,51.45,49.25,51.72,49.13,3.22M,4.38%
2017-10-15,51.47,51.43,52.37,50.7,1.31M,0.04%
2017-10-22,53.9,52.07,54.2,51.55,3.30M,4.72%
2017-10-29,55.64,54.16,55.76,53.75,2.83M,3.23%
2017-11-05,56.74,55.97,57.92,55.66,3.74M,1.98%
2017-11-12,56.55,56.9,57.15,54.81,2.24M,-0.33%
2017-11-19,58.95,56.69,59.05,55.57,2.07M,4.24%
2017-11-26,58.36,58.95,58.99,56.75,3.40M,-1.00%
2017-12-03,57.36,58.32,58.34,55.82,2.95M,-1.71%
2017-12-10,57.3,57.25,58.56,56.09,2.88M,-0.10%
2017-12-17,58.47,57.37,58.5,56.82,1.32M,2.04%
2017-12-24,60.42,58.4,60.51,58.32,1.65M,3.34%
2017-12-31,61.44,60.2,62.21,60.1,2.40M,1.69%
2018-01-07,64.3,61.61,64.77,61.34,3.71M,4.65%
2018-01-14,63.37,64.43,64.89,62.85,1.66M,-1.45%
2018-01-21,66.14,63.61,66.66,63.17,3.04M,4.37%
2018-01-28,65.45,66.18,66.46,63.67,3.50M,-1.04%
2018-02-04,59.2,65.1,65.4,58.07,4.58M,-9.55%
2018-02-11,61.68,59.12,61.99,58.2,2.49M,4.19%
2018-02-18,63.55,61.63,63.73,60.75,1.57M,3.03%
2018-02-25,61.25,63.6,64.24,60.13,3.23M,-3.62%
2018-03-04,62.04,61.55,63.28,59.95,3.49M,1.29%
2018-03-11,62.34,62.1,62.54,60.11,2.58M,0.48%
2018-03-18,65.88,62.23,66.0,61.36,2.36M,5.68%
2018-03-25,64.94,65.9,66.55,63.72,2.52M,-1.43%
2018-04-01,62.06,64.91,65.42,61.81,3.21M,-4.43%
2018-04-08,67.39,62.0,67.76,61.93,3.77M,8.59%
2018-04-15,68.38,67.24,69.56,65.56,1.43M,1.47%
2018-04-22,68.1,68.22,69.38,67.11,3.54M,-0.41%
2018-04-29,69.72,68.15,69.97,66.85,3.62M,2.38%
2018-05-06,70.7,69.85,71.89,67.63,4.26M,1.41%
2018-05-13,71.28,70.54,72.3,70.26,2.76M,0.82%
2018-05-20,67.88,71.47,72.83,67.42,2.45M,-4.77%
2018-05-27,65.81,67.55,68.67,65.51,3.49M,-3.05%
2018-06-03,65.74,65.71,66.24,64.22,3.37M,-0.11%
2018-06-10,65.06,65.56,67.16,64.29,2.68M,-1.03%
2018-06-17,68.58,64.4,69.38,63.59,2.27M,5.41%
2018-06-24,74.15,68.75,74.46,67.72,3.76M,8.12%
2018-07-01,73.8,73.62,75.27,72.14,2.77M,-0.47%
2018-07-08,71.01,73.87,74.7,69.23,3.22M,-3.78%
2018-07-15,70.46,70.52,71.1,67.03,1.29M,-0.77%
2018-07-22,68.69,68.17,69.92,67.56,2.65M,-2.51%
2018-07-29,68.49,69.01,70.43,66.92,2.57M,-0.29%
2018-08-05,67.63,68.65,69.92,66.14,2.77M,-1.26%
2018-08-12,65.91,67.78,68.37,64.43,2.24M,-2.54%
2018-08-19,68.72,65.91,69.31,65.59,1.69M,4.26%
2018-08-26,69.8,68.57,70.5,68.21,2.12M,1.57%
2018-09-02,67.75,69.89,71.4,66.86,2.49M,-2.94%
2018-09-09,68.99,67.82,71.26,67.33,3.34M,1.83%
2018-09-16,70.78,68.93,71.81,68.53,1.67M,2.59%
2018-09-23,73.25,71.14,73.73,71.14,2.59M,3.49%
2018-09-30,74.34,73.29,76.9,72.95,3.07M,1.49%
2018-10-07,71.34,74.4,75.28,70.51,3.24M,-4.04%
2018-10-14,69.12,71.85,72.7,68.47,2.08M,-3.11%
2018-10-21,67.59,69.41,69.66,65.74,2.82M,-2.21%
2018-10-28,63.14,67.55,67.95,62.63,3.32M,-6.58%
2018-11-04,60.19,62.99,64.14,59.26,3.82M,-4.67%
2018-11-11,56.46,60.7,61.28,54.75,3.16M,-6.20%
2018-11-18,50.42,56.72,57.44,50.15,2.77M,-10.70%
2018-11-25,50.93,50.62,52.56,49.41,3.87M,1.01%
2018-12-02,52.61,52.45,54.55,50.08,4.10M,3.30%
2018-12-09,51.2,52.03,53.27,50.35,3.39M,-2.68%
2018-12-16,45.59,51.25,51.87,45.13,1.86M,-10.96%
2018-12-23,45.33,45.45,47.0,42.36,2.34M,-0.57%
2018-12-30,47.96,45.22,49.22,44.35,2.93M,5.80%
2019-01-06,51.59,48.3,53.31,48.11,4.11M,7.57%
2019-01-13,53.8,51.73,53.92,50.38,2.63M,4.28%
2019-01-20,53.69,53.73,54.24,51.8,2.06M,-0.20%
2019-01-27,55.26,53.56,55.66,51.33,3.45M,2.92%
2019-02-03,52.72,55.32,55.75,51.8,3.21M,-4.60%
2019-02-10,55.59,52.66,55.87,51.23,3.07M,5.44%
2019-02-17,57.26,55.78,57.81,55.29,1.25M,3.00%
2019-02-24,55.8,57.17,57.88,55.02,3.02M,-2.55%
2019-03-03,56.07,55.83,57.19,54.52,3.10M,0.48%
2019-03-10,58.52,56.07,58.95,55.96,2.94M,4.37%
2019-03-17,59.04,58.45,60.39,58.05,1.70M,0.89%
2019-03-24,60.14,58.98,60.73,58.17,3.54M,1.86%
2019-03-31,63.08,60.24,63.34,60.13,3.64M,4.89%
2019-04-07,63.89,63.33,64.79,63.13,3.79M,1.28%
2019-04-14,64.0,63.76,64.61,62.99,1.49M,0.17%
2019-04-21,63.3,64.0,66.6,62.28,3.01M,-1.09%
2019-04-28,61.94,62.95,64.75,60.95,3.64M,-2.15%
2019-05-05,61.66,61.43,62.95,60.04,3.96M,-0.45%
2019-05-12,62.76,61.65,63.64,60.64,3.24M,1.78%
2019-05-19,58.63,62.93,63.81,57.33,2.79M,-6.58%
2019-05-26,53.5,58.94,59.7,53.05,4.02M,-8.75%
2019-06-02,53.99,53.42,54.63,50.6,4.38M,0.92%
2019-06-09,52.51,54.24,54.84,50.72,3.64M,-2.74%
2019-06-16,57.43,52.5,57.98,51.5,1.41M,9.37%
2019-06-23,58.47,57.72,59.93,56.75,3.04M,1.81%
2019-06-30,57.51,59.27,60.28,56.04,2.85M,-1.64%
2019-07-07,60.21,57.77,60.94,57.29,2.83M,4.69%
2019-07-14,55.63,60.25,60.92,54.72,2.10M,-7.61%
2019-07-21,56.2,56.22,57.64,55.33,2.33M,1.02%
2019-07-28,55.66,56.2,58.82,53.59,3.32M,-0.96%
2019-08-04,54.5,55.38,55.61,50.52,4.02M,-2.08%
2019-08-11,54.87,54.32,57.47,53.54,2.81M,0.68%
2019-08-18,54.17,54.96,57.13,53.24,2.29M,-1.28%
2019-08-25,55.1,53.25,56.89,52.96,3.29M,1.72%
2019-09-01,56.52,55.0,57.76,52.84,3.08M,2.58%
2019-09-08,54.85,56.8,58.76,54.0,3.71M,-2.95%
2019-09-15,58.09,61.48,63.38,57.67,2.77M,5.91%
2019-09-22,55.91,59.25,59.39,54.75,2.99M,-3.75%
2019-09-29,52.81,56.54,56.57,50.99,2.90M,-5.54%
2019-10-06,54.7,52.69,54.93,51.38,3.20M,3.58%
2019-10-13,53.78,54.9,54.9,52.39,2.02M,-1.68%
2019-10-20,56.66,53.71,56.74,52.71,1.68M,5.36%
2019-10-27,56.2,56.65,56.92,53.71,2.83M,-0.81%
2019-11-03,57.24,56.41,57.88,55.76,2.95M,1.85%
2019-11-10,57.72,57.4,57.97,56.2,2.53M,0.84%
2019-11-17,57.77,57.88,58.74,54.76,1.41M,0.09%
2019-11-24,55.17,57.92,58.68,55.02,2.04M,-4.50%
2019-12-01,59.2,55.47,59.85,55.35,3.27M,7.30%
2019-12-08,60.07,59.11,60.48,58.11,2.71M,1.47%
2019-12-15,60.44,59.87,61.47,59.71,1.23M,0.62%
2019-12-22,61.72,60.41,61.97,60.1,1.14M,2.12%
2019-12-29,63.05,61.71,64.09,60.63,2.29M,2.15%
2020-01-05,59.04,63.71,65.65,58.66,3.86M,-6.36%
2020-01-12,58.54,59.04,59.27,57.36,1.83M,-0.85%
2020-01-19,54.19,59.17,59.73,53.85,1.96M,-7.43%
2020-01-26,51.56,53.7,54.37,50.97,3.52M,-4.85%
2020-02-02,50.32,51.01,52.2,49.31,4.14M,-2.40%
2020-02-09,52.05,50.12,52.34,49.42,3.59M,3.44%
2020-02-16,53.38,52.23,54.5,50.88,1.07M,2.56%
2020-02-23,44.76,52.6,52.64,43.85,4.53M,-16.15%
2020-03-01,41.28,43.7,48.66,41.05,4.69M,-7.77%
2020-03-08,31.73,32.87,36.35,27.34,5.48M,-23.13%
2020-03-15,22.43,33.75,33.75,19.46,1.72M,-29.31%
2020-03-22,21.51,22.52,25.24,20.8,3.37M,-4.10%
2020-03-29,28.34,20.93,29.13,19.27,4.23M,31.75%
2020-04-05,22.76,26.09,28.36,22.57,3.50M,-19.69%
2020-04-12,18.27,24.6,24.74,17.31,2.70M,-19.73%
2020-04-19,16.94,17.73,18.26,-40.32,2.94M,-7.28%
2020-04-26,19.78,16.84,20.48,10.07,3.02M,16.77%
2020-05-03,24.74,19.11,26.74,18.05,1.60M,25.08%
2020-05-10,29.43,24.49,29.92,23.67,811.31K,18.96%
2020-05-17,33.25,29.53,34.66,29.53,1.33M,12.98%
2020-05-24,35.49,33.3,35.77,31.14,1.77M,6.74%
2020-05-31,39.55,35.21,39.68,34.27,1.93M,11.44%
2020-06-07,36.26,39.41,40.44,34.48,2.12M,-8.32%
2020-06-14,39.75,36.03,40.49,34.36,1.17M,9.62%
2020-06-21,38.49,39.18,41.63,37.08,1.71M,-3.17%
2020-06-28,40.65,37.96,40.74,37.5,1.47M,5.61%
2020-07-05,40.55,40.31,41.08,38.54,1.68M,-0.25%
2020-07-12,40.59,40.35,41.26,39.07,1.44M,0.10%
2020-07-19,41.29,40.64,42.4,39.83,1.16M,1.72%
2020-07-26,40.27,41.26,41.93,38.72,1.76M,-2.47%
2020-08-02,41.22,40.39,43.52,39.58,2.04M,2.36%
2020-08-09,42.01,41.5,42.94,41.17,1.84M,1.92%
2020-08-16,42.34,42.24,43.03,41.46,774.15K,0.79%
2020-08-23,42.97,42.48,43.78,42.23,1.48M,1.49%
2020-08-30,39.77,42.91,43.57,39.35,1.81M,-7.45%
2020-09-06,37.33,39.48,39.59,36.13,1.91M,-6.14%
2020-09-13,41.11,37.32,41.49,36.82,1.42M,10.13%
2020-09-20,40.25,40.98,41.27,38.66,907.18K,-2.09%
2020-09-27,37.05,40.07,40.8,36.63,1.78M,-7.95%
2020-10-04,40.6,37.0,41.47,37.0,1.95M,9.58%
2020-10-11,40.88,40.4,41.29,39.04,1.37M,0.69%
2020-10-18,39.85,40.69,41.7,39.57,1.04M,-2.52%
2020-10-25,35.79,39.69,39.83,34.92,2.15M,-10.19%
2020-11-01,37.14,35.24,39.35,33.64,2.05M,3.77%
2020-11-08,40.13,37.34,43.06,37.16,2.26M,8.05%
2020-11-15,42.15,40.17,42.46,40.15,847.40K,5.03%
2020-11-22,45.53,42.46,46.26,42.29,1.50M,8.02%
2020-11-29,46.26,45.34,46.68,43.92,1.74M,1.60%
2020-12-06,46.57,46.15,47.74,44.95,1.93M,0.67%
2020-12-13,49.1,46.73,49.28,45.69,1.17M,5.43%
2020-12-20,48.23,48.54,48.62,46.16,835.39K,-1.77%
2020-12-27,48.52,48.23,48.96,47.5,901.09K,0.60%
2021-01-03,52.24,48.4,52.75,47.18,2.55M,7.67%
2021-01-10,52.36,52.58,53.93,51.5,1.78M,0.23%
2021-01-17,52.27,52.0,53.79,51.44,953.69K,-0.17%
2021-01-24,52.2,52.17,53.58,51.82,1.93M,-0.13%
2021-01-31,56.85,51.99,57.29,51.64,2.11M,8.91%
2021-02-07,59.47,57.06,59.82,57.0,2.23M,4.61%
2021-02-14,59.24,59.98,62.26,58.59,1.17M,-0.39%
2021-02-21,61.5,58.88,63.81,58.82,2.08M,3.81%
2021-02-28,66.09,61.95,66.42,59.24,2.65M,7.46%
2021-03-07,65.61,66.68,67.98,63.13,2.35M,-0.73%
2021-03-14,61.42,65.56,66.4,58.2,1.18M,-6.39%
2021-03-21,60.97,61.55,61.9,57.25,2.36M,-0.73%
2021-03-28,61.45,60.93,62.27,58.85,1.86M,0.79%
2021-04-04,59.32,61.5,61.5,57.63,2.14M,-3.47%
2021-04-11,63.13,59.35,63.88,58.73,1.51M,6.42%
2021-04-18,62.14,62.98,64.25,60.61,1.23M,-1.57%
2021-04-25,63.58,62.06,65.47,60.66,1.90M,2.32%
2021-05-02,64.9,63.64,66.76,62.91,1.94M,2.08%
2021-05-09,65.37,65.57,66.63,63.09,2.40M,0.72%
2021-05-16,63.58,65.5,67.01,61.56,1.10M,-2.74%
2021-05-23,66.32,63.87,67.52,63.63,2.07M,4.31%
2021-05-30,69.62,66.68,69.76,66.41,1.58M,4.98%
2021-06-06,70.91,69.52,71.24,68.47,2.27M,1.85%
2021-06-13,71.64,70.65,72.99,69.77,1.60M,1.03%
2021-06-20,74.05,71.52,74.25,71.15,1.28M,3.36%
2021-06-27,75.16,73.99,76.22,71.97,2.05M,1.50%
2021-07-04,74.56,75.35,76.98,70.76,2.27M,-0.80%
2021-07-11,71.81,74.74,75.52,70.41,1.87M,-3.69%
2021-07-18,72.07,71.49,72.21,65.21,1.33M,0.36%
2021-07-25,73.95,72.18,74.23,70.56,1.65M,2.61%
2021-08-01,68.28,73.91,73.95,67.61,2.49M,-7.67%
2021-08-08,68.44,67.88,69.62,65.15,2.19M,0.23%
2021-08-15,62.32,67.71,68.27,62.11,804.21K,-8.94%
2021-08-22,68.74,61.96,69.05,61.74,1.76M,10.30%
2021-08-29,69.29,69.3,70.61,67.12,1.80M,0.80%
2021-09-05,69.72,69.11,69.96,67.56,1.84M,0.62%
2021-09-12,71.97,69.74,73.14,69.51,1.64M,3.23%
2021-09-19,73.98,71.92,74.27,69.67,1.25M,2.79%
2021-09-26,75.88,74.19,76.67,73.14,2.29M,2.57%
2021-10-03,79.35,75.9,80.11,74.96,2.57M,4.57%
2021-10-10,82.28,79.59,82.66,79.42,2.42M,3.69%
2021-10-17,83.76,82.6,84.25,80.79,1.28M,1.80%
2021-10-24,83.57,83.98,85.41,80.58,2.57M,-0.23%
2021-10-31,81.27,83.36,84.88,78.25,2.62M,-2.75%
2021-11-07,80.79,81.13,84.97,79.78,2.32M,-0.59%
2021-11-14,76.1,80.66,81.81,75.37,958.31K,-5.81%
2021-11-21,68.15,75.75,79.23,67.4,2.15M,-10.45%
2021-11-28,66.26,69.23,72.93,62.43,3.12M,-2.77%
2021-12-05,71.67,67.02,73.34,66.72,2.15M,8.16%
2021-12-12,70.86,72.04,73.0,69.39,1.28M,-1.13%
2021-12-19,73.79,70.07,73.95,66.04,972.44K,4.13%
2021-12-26,75.21,73.38,77.44,72.57,1.27M,1.92%
2022-01-02,78.9,75.69,80.47,74.27,1.98M,4.91%
2022-01-09,83.82,78.88,84.45,77.83,2.02M,6.24%
2022-01-16,85.14,84.32,87.91,82.78,816.28K,1.57%
2022-01-23,86.82,84.91,88.84,81.9,2.34M,1.97%
2022-01-30,92.31,87.45,93.17,86.34,2.07M,6.32%
2022-02-06,93.1,91.82,94.66,88.41,2.46M,0.86%
2022-02-13,91.07,93.91,95.82,89.03,1.67M,-2.18%
2022-02-20,91.59,91.75,100.54,90.06,1.88M,0.57%
2022-02-27,115.68,94.99,116.57,94.43,2.93M,26.30%
2022-03-06,109.33,121.33,130.5,103.63,2.56M,-5.49%
2022-03-13,104.7,109.42,109.72,93.53,1.32M,-4.23%
2022-03-20,113.9,105.13,116.64,104.08,1.02M,8.79%
2022-03-27,99.27,112.92,112.93,97.78,1.82M,-12.84%
2022-04-03,98.26,98.95,105.59,93.81,1.61M,-1.02%
2022-04-10,106.95,98.4,107.64,92.93,1.20M,8.84%
2022-04-17,102.07,107.03,109.81,100.7,683.73K,-4.56%
2022-04-24,104.69,101.38,107.99,95.28,1.57M,2.57%
2022-05-01,109.77,104.0,111.37,100.28,1.36M,4.85%
2022-05-08,110.49,110.43,110.64,98.2,1.71M,0.66%
2022-05-15,113.23,110.98,115.56,105.13,733.94K,2.48%
2022-05-22,115.07,110.56,115.3,108.61,1.08M,1.63%
2022-05-29,118.87,114.96,120.46,111.2,1.30M,3.30%
2022-06-05,120.67,120.82,123.18,117.14,1.58M,1.51%
2022-06-12,109.56,120.19,123.68,108.25,1.31M,-9.21%
2022-06-19,107.62,110.58,112.47,101.53,1.13M,-1.77%
2022-06-26,108.43,107.22,114.05,104.56,1.58M,0.75%
